YEAR,season,SITE,PLNT_DNS,FRND_DNS,DRY_WT,Dry_CAN_WT,Dry_WC_wt,Dry_SUB_wt,N_blade,C_blade,C_WT,N_WT,elapsed,g_bar_dry,g_barC,g_barN,dry_prod_per_day,C_prod_per_day,N_prod_per_day,f,p,d,c,b,l,dry_wt_lost_as_fronds,dry_wt_lost_as_plants,dry_wt_lost_as_dissolved,dry_wt_lost_as_cut_fronds,dry_wt_lost_as_blades,C_lost_as_fronds,C_lost_as_plants,C_lost_as_dissolved,C_lost_as_cut_fronds,C_lost_as_blades,N_lost_as_fronds,N_lost_as_plants,N_lost_as_dissolved,N_lost_as_cut_fronds,N_lost_as_blades,Mean_TEMP,mean_ambient_N,sfc_par,Subsfc_par,Bottom_par,dry_wt_stD,dry_can_wt_stD,dry_wc_wt_stD,dry_sub_wt_stD,c_blade_stD,n_blade_stD,C_wt_stD,N_wt_stD,plnt_dns_stD,frnd_dns_stD,g_bar_dry_stD,dry_prod_per_day_stD,g_barC_stD,C_prod_per_day_stD,g_barN_stD,N_prod_per_day_stD,f_stD,p_stD,d_stD,c_stD,b_stD,l_stD,dry_wt_lost_as_fronds_stD,dry_wt_lost_as_plants_stD,dry_wt_lost_as_dissolved_stD,dry_wt_lost_as_cut_fronds_stD,dry_wt_lost_as_blades_stD,C_lost_as_fronds_stD,C_lost_as_plants_stD,C_lost_as_dissolved_stD,C_lost_as_cut_fronds_stD,C_lost_as_blades_stD,N_lost_as_fronds_stD,N_lost_as_plants_stD,N_lost_as_dissolved_stD,N_lost_as_cut_fronds_stD,N_lost_as_blades_stD
2015,4-Autumn,AQUE,0.5366666667,1.8259444444,0.0513647485,0.00106849,0.0032382731,0.0470579854,2.5175,41.213555556,0.0200480255,0.0010736964,90,0.0439407316,0.0447569238,0.0520910654,0.0018789892,0.000739859,0.0000392489,0.0237522209,0.0043482877,0.0014517792,0,0.0042006089,0.0337528966,0.000992583,0.0001728577,0.000063088,0,0.00019399,0.0003834105,0.0000664779,0.0000244598,0,0.0000755282,0.0000177642,3.0293434E-6,1.1425768E-6,0,3.6406745E-6,18.247720097,0.367604647,610.71169109,173.12818695,32.347276914,0.0025669749,0.0001366566,0.0002898367,0.0024166516,1.5459289139,0.2319996087,0.0012457359,0.0001119036,0.0120423098,0.0729144293,0.0045867054,0.0001979051,0.0046869663,0.0000821808,0.0049292035,5.1137139E-6,0.0038633721,0.0020780281,0.0000727215,0,0.0002047825,0.0044784674,0.0001584486,0.000078698,4.2463733E-6,0,0.000012878,0.0000625683,0.0000303278,1.3866324E-6,0,5.7050782E-6,3.1634527E-6,1.4030051E-6,1.2421075E-7,0,3.994242E-7
2016,1-Winter,AQUE,0.3363333333,2.2037222222,0.1268461867,0.0289307854,0.0354039268,0.0625114745,3.1748333333,38.757055556,0.0459038151,0.0033113502,90,0.0455763475,0.0443888168,0.0460449212,0.0051073409,0.0018350102,0.0001294599,0.0194088287,0.0085668355,0.0017620813,0,0.0079634738,0.0377012192,0.0020819598,0.0010270092,0.00020428,0,0.0009242231,0.0007682798,0.0003724785,0.0000746881,0,0.0003378612,0.0000519057,0.0000252541,5.1020558E-6,0,0.0000232019,15.018907592,1.3599996894,576.17303993,172.31905639,31.116578595,0.0068036958,0.0020549182,0.0020172192,0.0034485274,1.4159751517,0.2724742131,0.0030494022,0.0003518641,0.0077956767,0.0876150066,0.0043197071,0.0005773013,0.0043532575,0.0002206572,0.0045830408,0.0000185085,0.0028025449,0.0030775699,0.0000886602,0,0.0002775651,0.0041934342,0.0003256935,0.0003908415,0.0000149141,0,0.0000598099,0.0001233128,0.0001422461,4.7491171E-6,0,0.0000256652,9.3944899E-6,0.0000100632,5.8058194E-7,0,2.5880992E-6
2016,2-Spring,AQUE,0.2397311828,3.5143010753,0.3157503566,0.1413447515,0.0935384056,0.0808671995,2.6541397849,37.608172043,0.1119150408,0.0065990342,93,0.0378984816,0.0379200152,0.0349900879,0.0100600158,0.0035759341,0.0002008742,0.0110586434,0.0041827972,0.0026888282,0,0.0110269597,0.0289572286,0.0030900245,0.0011167288,0.0007851033,0,0.0032080159,0.0010986322,0.0003963614,0.0002780136,0,0.0011361233,0.0000672742,0.0000271191,0.0000170445,0,0.0000698722,14.148877415,3.416554289,787.79372538,246.62936559,37.949460247,0.0193546435,0.0099337223,0.0055211609,0.0049586342,1.3571368205,0.2228709913,0.0080803729,0.000704694,0.0062395688,0.1646050889,0.0028664776,0.0009786643,0.0029468275,0.0003672479,0.0033739339,0.0000284924,0.0015669327,0.001989934,0.0001254038,0,0.0004615816,0.0026112865,0.0004846627,0.0005468489,0.0000603082,0,0.0002389442,0.0001753988,0.0001944533,0.0000187127,0,0.0000936944,0.0000119534,0.0000138606,2.0596261E-6,0,8.2477795E-6
2016,3-Summer,AQUE,0.1893010753,3.5424193548,0.2258747574,0.0604460069,0.0587058192,0.1067229313,2.1032795699,34.587365591,0.0746681645,0.00389801,93,0.0346055128,0.0332311098,0.0332391359,0.0087464193,0.0028333018,0.0001479063,0.0252917611,0.0041141124,0.0025866018,0,0.0095317869,0.0415242623,0.0062429532,0.0010384107,0.0006531973,0,0.0024468193,0.0020947664,0.0003494691,0.0002206324,0,0.0008309218,0.00010777,0.000017843,0.0000113454,0,0.000042664,17.200961663,0.4070276844,766.05330972,266.3835015,54.665850341,0.013140537,0.0053684897,0.0036522531,0.0060591245,1.2570761636,0.1737718568,0.0051557744,0.0004142606,0.0043741767,0.1501275125,0.0041280234,0.0011529111,0.0041894155,0.0004023323,0.004432343,0.0000239605,0.0033361387,0.0018530275,0.0001227798,0,0.0003609312,0.0039644437,0.0009158659,0.0004801063,0.0000509023,0,0.000179878,0.0003172347,0.0001636849,0.0000151658,0,0.0000678479,0.0000181453,8.5174521E-6,1.3016614E-6,0,4.7027027E-6
2016,4-Autumn,AQUE,0.1268333333,1.9970555556,0.1460595316,0.0444401156,0.0490666652,0.0525527508,1.5622777778,33.596055556,0.0475463605,0.001820409,90,0.0351892217,0.034023443,0.0326530348,0.0059856411,0.0019541803,0.0000743731,0.0260252549,0.0037929178,0.0022027544,0,0.010054061,0.0420749881,0.0043107867,0.0006107418,0.0003436836,0,0.0015745754,0.0014206924,0.000200656,0.0001121436,0,0.0005154411,0.0000575362,8.0949494E-6,4.4914052E-6,0,0.0000204224,15.846832234,0.9638132101,588.47592587,182.33940403,26.338137383,0.0103934209,0.0045142448,0.0038251019,0.0032800182,1.2400575739,0.1331181744,0.0040373183,0.0002109388,0.0034032695,0.1019380608,0.0042987913,0.0008525603,0.0043334702,0.0002949985,0.0046455986,0.0000140222,0.0036692037,0.0018128294,0.0001159131,0,0.0003912168,0.0041242087,0.0007091632,0.0003208297,0.000030637,0,0.0001273285,0.0002438455,0.000106905,9.1321778E-6,0,0.0000476573,0.0000111562,4.4401667E-6,5.6240303E-7,0,2.48242E-6
2017,1-Winter,AQUE,0.0717977528,0.5588202247,0.0351401964,0.0094905073,0.0099429423,0.0157067469,2.3452808989,29.540730337,0.0093139278,0.0005808214,89,0.0437184571,0.0444609931,0.0507040155,0.0021331997,0.0005585411,0.0000376012,0.0399272981,0.011403391,0.0024876905,0,0.0093350961,0.0631534757,0.001836105,0.0005785189,0.0001121502,0,0.0004410685,0.000492281,0.0001530971,0.0000308118,0,0.0001212363,0.0000282985,8.8483789E-6,1.6921554E-6,0,6.5517105E-6,13.883605092,2.8913833598,575.55889604,164.68933016,17.520510747,0.0027606008,0.0010609606,0.0007720432,0.0012667512,1.1049359513,0.2111432704,0.0008128673,0.0000672557,0.0020906789,0.0308388976,0.0069245791,0.0003838882,0.0069812293,0.0001054362,0.0071273096,7.1225823E-6,0.0057322315,0.0035958337,0.0001311292,0,0.0003558449,0.0067573297,0.0002996591,0.0002029567,0.0000102456,0,0.0000361746,0.0000808374,0.0000534075,2.5022548E-6,0,0.0000109721,5.4211686E-6,3.2461939E-6,1.9969867E-7,0,7.4974147E-7
2017,2-Spring,AQUE,0.0858064516,0.7251612903,0.060647142,0.0267626109,0.0187213032,0.0151632279,3.0258064516,32.89483871,0.0189860028,0.0014094243,93,0.0433703282,0.0439946814,0.0433699428,0.0019189682,0.0005976878,0.0000456967,0.010551218,0.0021118743,0.0030007686,0,0.0108292129,0.0264930738,0.0004637574,0.0000819231,0.0001474085,0,0.0005323311,0.0001408248,0.0000247451,0.0000450198,0,0.0001627731,0.000011539,2.0066921E-6,3.6549295E-6,0,0.0000131826,13.515781738,5.6076443142,787.29568049,232.85286956,24.41694269,0.0060310165,0.0037183989,0.0017081205,0.0013161691,1.2282469058,0.2588770334,0.0021601555,0.0002009614,0.0027535422,0.0427572974,0.0028225239,0.0002419805,0.0029536925,0.0000826647,0.0036980444,8.1470706E-6,0.0016405154,0.0012875092,0.0001558152,0,0.0004663139,0.0021908552,0.0000932565,0.0000641273,0.0000174356,0,0.00005611,0.00002859,0.0000190715,5.0543536E-6,0,0.0000189895,2.5648629E-6,1.5907306E-6,5.6950801E-7,0,1.9120891E-6
2017,3-Summer,AQUE,0.1653763441,1.2680107527,0.0813339123,0.0262715656,0.0220242174,0.0330381293,1.4962903226,34.419032258,0.0263501779,0.0009163011,93,0.0242833381,0.0245887414,0.0186266924,0.0019881106,0.0006529758,0.0000177848,0.0051656922,0,0.0026903231,0,0.0101781675,0.0180341828,0.0004188281,0,0.000218907,0,0.000825243,0.0001395216,0,0.0000732397,0,0.0002765827,5.7141293E-6,0,3.0215994E-6,0,0.0000114824,17.306056944,0.4670168924,766.68567917,222.74332901,19.702470809,0.0050649114,0.0026076521,0.0013582871,0.0020471929,1.2441657397,0.1213292377,0.0018662365,0.0000943668,0.0046272875,0.0525560192,0.0022117859,0.0002267301,0.0024149573,0.0000814748,0.003416683,3.9568964E-6,0.000748639,0,0.000129995,0,0.0003819344,0.0008593756,0.0000654514,0,0.0000195349,0,0.0000641537,0.0000224063,0,6.1656337E-6,0,0.0000247412,1.0027196E-6,0,3.925428E-7,0,1.4088297E-6
2017,4-Autumn,AQUE,0.2634444444,2.0451111111,0.1154071812,0.0237061478,0.0339217894,0.0577792439,1.3441111111,33.074388889,0.0371422222,0.001293937,90,0.035445254,0.0366288032,0.037726794,0.0038309782,0.0012453738,0.0000440396,0.0176634346,0.0039035752,0.0021389161,0.0002876139,0.0088339641,0.0328275039,0.0019383233,0.0004271676,0.0002300716,0.0000312519,0.0009550182,0.0005930438,0.0001326874,0.00007161,9.1927468E-6,0.0002993231,0.0000199316,4.5285833E-6,2.4424191E-6,2.9848806E-7,0.0000102739,16.482934904,0.4841623018,589.07185997,170.03121748,15.294130422,0.0082249763,0.0022143351,0.0027902843,0.0039300277,1.2618163904,0.1256875017,0.0031700752,0.0001715527,0.0069635158,0.1013428532,0.0039286551,0.0005170109,0.0040588627,0.0001739,0.0045147916,8.022266E-6,0.0030953109,0.0019778423,0.0001106493,0.0000576415,0.0003179917,0.0037051646,0.0003767585,0.00021854,0.0000206276,7.563805E-6,0.0000779396,0.0001153496,0.0000665946,5.847135E-6,2.2673171E-6,0.00002723,4.2882702E-6,2.2983238E-6,3.1742966E-7,8.1556646E-8,1.2929647E-6
2018,1-Winter,AQUE,0.2354494382,1.7411235955,0.1344622621,0.0576279662,0.0394322905,0.0374020054,1.7714606742,29.68005618,0.0382811861,0.0022664279,89,0.0262521955,0.0260319963,0.0356633229,0.0034228584,0.0009700027,0.0000715966,0.0053079079,0.0020266902,0.0025237564,1.1617664E-6,0.010651253,0.0205107693,0.0006799191,0.0002141141,0.0003387654,2.3219913E-7,0.0013983146,0.0002011042,0.0000716604,0.0000990664,6.4906448E-8,0.0004134921,9.8372871E-6,2.6131441E-6,5.1149353E-6,5.032021E-9,0.0000207005,14.375361943,2.4631064997,575.05844175,162.10845072,13.205228585,0.0081649623,0.0047864271,0.0022439307,0.0021681513,1.112080618,0.1556929447,0.002852068,0.0002703386,0.0063782429,0.067387472,0.0018899268,0.0003317481,0.0019299999,0.000109312,0.002816463,0.0000104508,0.0007686808,0.0012414746,0.0001195309,3.4249126E-7,0.0004103069,0.0015043707,0.0001013949,0.0001314096,0.0000256275,6.5262405E-8,0.0000968217,0.0000312531,0.0000417112,6.7769878E-6,1.9360229E-8,0.000033275,1.6911166E-6,1.5379112E-6,5.7404433E-7,1.5399541E-9,2.2507489E-6
2018,2-Spring,AQUE,0.1499462366,2.0064516129,0.1946931056,0.1039448765,0.0538050009,0.0369432282,2.8401577225,30.00598548,0.0551016509,0.0045686533,93,0.0251649882,0.0259125509,0.0268536007,0.0048997592,0.0014207357,0.0001203108,0.0096251983,0.0007312651,0.0037321082,2.3625706E-6,0.0120306899,0.0261216241,0.001828303,0.0001333833,0.0007285742,4.7220066E-7,0.0023480324,0.0005358713,0.0000417035,0.0002015646,1.3199389E-7,0.0006526064,0.0000432597,3.4157803E-6,0.0000160171,1.0233129E-8,0.0000519125,13.4091823,6.2513174568,787.1485388,215.42016285,15.433405593,0.0136726504,0.0091156212,0.0033862013,0.0024658126,1.0886972028,0.2593616824,0.0044928877,0.0005718797,0.0036706021,0.0955543575,0.0020348617,0.0005657073,0.0021708248,0.0001834241,0.0028824918,0.0000214238,0.0014222544,0.0005513391,0.0001761402,6.9649095E-7,0.0005315141,0.0016142971,0.0002953901,0.0001005674,0.0000646846,1.3271777E-7,0.000197737,0.000091628,0.0000316339,0.000016242,3.9371003E-8,0.0000586843,8.2518499E-6,2.6158911E-6,1.9509993E-6,3.1316541E-9,6.0804122E-6
2018,3-Summer,AQUE,0.0990860215,1.9975806452,0.1182275237,0.0298573597,0.0306607016,0.0577094624,2.1364449737,32.417497106,0.0364915348,0.0020732674,93,0.02752455,0.0271551243,0.0208892867,0.0036953783,0.0011278278,0.0000569159,0.0192204788,0.001365916,0.0027884985,0.0001153499,0.0097704332,0.0332606763,0.0026547408,0.0002173668,0.000370255,0.0000144444,0.0013078864,0.0008146371,0.000067678,0.0001127748,4.2980186E-6,0.0003984863,0.0000545549,5.0266304E-6,7.3646241E-6,2.7391899E-7,0.0000262553,18.47049463,0.2967196849,765.98902964,237.39633912,30.424962951,0.0073568096,0.0028377071,0.0019336317,0.0037884452,1.1338176756,0.1833664713,0.0026716143,0.000233895,0.0025284588,0.0903744125,0.002996097,0.0004571261,0.0031123745,0.000150746,0.0035131105,0.0000124,0.0024873397,0.0008284827,0.0001323042,0.0000313795,0.0003740223,0.0026227502,0.0003918848,0.0001366671,0.0000288878,4.0458901E-6,0.0000949572,0.0001254556,0.0000429017,8.1246342E-6,1.2595678E-6,0.0000329639,0.000010151,3.404516E-6,9.0972592E-7,9.3985778E-8,3.2455448E-6
2018,4-Autumn,AQUE,0.0748333333,1.2713888889,0.0724923283,0.0140407966,0.0216773437,0.036774188,1.5968077249,32.077089316,0.0218755039,0.0008871645,90,0.047220097,0.0472433476,0.0469655219,0.0039349283,0.0011851136,0.0000450029,0.0360140873,0.0076286967,0.002170734,0,0.0088208623,0.0546343802,0.0030227927,0.00063224,0.000176389,0,0.000695902,0.0009154015,0.0001907778,0.0000534456,0,0.000210812,0.0000360483,7.2802451E-6,2.1803725E-6,0,8.6123973E-6,17.584547909,0.4468496698,588.52480376,189.89794415,26.828744928,0.0043996581,0.0010820219,0.0013620132,0.002433458,1.1598158849,0.1369505637,0.0015711738,0.0000932581,0.001858676,0.0594361677,0.006165795,0.000567345,0.0062495798,0.0001820678,0.0064228767,7.7026785E-6,0.0053486386,0.0028984193,0.0001053552,0,0.0003120601,0.0060116809,0.0004984827,0.000249243,0.0000140217,0,0.0000479127,0.000157253,0.0000754026,3.7978073E-6,0,0.0000162808,6.3867428E-6,2.8269143E-6,2.4331594E-7,0,8.9023964E-7
2019,1-Winter,AQUE,0.0463483146,0.6030898876,0.0369795895,0.0084173677,0.0108950331,0.0176671888,2.5328089888,35.358426966,0.0122823831,0.0007208922,89,0.048633183,0.0495368902,0.0543866022,0.0020031357,0.0006730385,0.0000381916,0.0356980688,0.0073524736,0.0020511762,0,0.0094646288,0.0545663474,0.0014838229,0.0003027247,0.0000843908,0,0.0003917776,0.0004880173,0.0000988857,0.0000273732,0,0.0001271541,0.0000250533,5.1924296E-6,1.471227E-6,0,6.7744628E-6,14.37820298,2.3763458331,577.36408578,168.76985106,18.292220237,0.0028644961,0.0010612598,0.0008438381,0.001375426,1.3368847272,0.2256247313,0.0010644482,0.0000878065,0.0013835209,0.0316163951,0.0071467335,0.000341209,0.0071682841,0.0001167161,0.007390208,6.7314497E-6,0.006367473,0.0029218328,0.0001004119,0,0.0003571699,0.0070150732,0.0002988263,0.000119432,7.1886299E-6,0,0.0000314957,0.0001018036,0.0000395644,2.1599642E-6,0,0.0000114514,5.3018305E-6,2.1085049E-6,1.7369696E-7,0,7.6770992E-7
2019,2-Spring,AQUE,0.2371505376,1.1331182796,0.0620303995,0.0202800785,0.0150187311,0.02673159,2.9539784946,33.391021505,0.0197098387,0.0014961133,93,0.0357324358,0.0358205919,0.0371838671,0.0019249598,0.0006200383,0.0000508604,0.012762652,0.0028211211,0.0027218227,0,0.0094734734,0.0277790693,0.0006559004,0.0001896948,0.0001513644,0,0.00051768,0.0002097352,0.0000600009,0.0000484548,0,0.0001655664,0.0000168455,4.9841571E-6,3.9204591E-6,0,0.0000133892,13.555218862,5.168972925,786.40667576,250.072607,39.235434795,0.0051927745,0.0026869907,0.0013521739,0.0018230768,1.2504592432,0.2606360502,0.0019231509,0.0002100427,0.0082515045,0.0568317029,0.0031766049,0.000257805,0.003307604,0.0000910258,0.0039956907,9.572776E-6,0.0019450464,0.0016751705,0.0001440208,0,0.0003812883,0.0025887744,0.0001161523,0.0001175262,0.0000157507,0,0.0000488944,0.0000378353,0.0000372156,4.6879962E-6,0,0.0000174076,3.4172217E-6,3.1221667E-6,5.6904876E-7,0,1.854609E-6
2019,3-Summer,AQUE,0.6119892473,2.7527956989,0.1212450164,0.0169713444,0.0202694075,0.0840042645,1.5903763441,31.993064516,0.0364104321,0.0016255967,93,0.0383075989,0.0385468769,0.0425562727,0.0043274957,0.0012893616,0.0000641437,0.0161594225,0.0022785346,0.002575113,0,0.0069713424,0.0279844125,0.0019765661,0.000327121,0.0002617741,0,0.0007232985,0.000592567,0.0000966714,0.0000795144,0,0.0002196079,0.0000278494,4.934574E-6,3.5365239E-6,0,9.9588967E-6,16.941639202,0.4087005647,766.41267794,280.1880156,63.512358575,0.0070308685,0.0020232289,0.0016013839,0.004678434,1.2379809652,0.1555124531,0.0026070445,0.0001928314,0.0161646335,0.1142388025,0.0029134819,0.0004616528,0.0030505799,0.000148343,0.0038098014,0.000010101,0.0022993968,0.0011738566,0.0001341298,0,0.0002911455,0.0025736794,0.0003223272,0.000169814,0.0000196536,0,0.0000516816,0.0000987794,0.0000505036,5.2762281E-6,0,0.0000174807,5.3804338E-6,2.699291E-6,3.9460848E-7,0,1.0829833E-6
2019,4-Autumn,AQUE,0.5543888889,3.2476111111,0.155437833,0.018005471,0.0284616174,0.1089707447,1.9721111111,38.797611111,0.0560971965,0.0023857328,90,0.0593829531,0.0625349925,0.0604120657,0.0092020612,0.0034584255,0.0001444218,0.0398994012,0.012820098,0.0018144954,0,0.006901663,0.0614356576,0.0061962254,0.0019377846,0.0002927488,0,0.0010924894,0.0022204238,0.0007101252,0.0000996326,0,0.0003786495,0.0000954728,0.0000304104,4.4386247E-6,0,0.0000167735,16.551412872,0.4921135663,587.99691881,182.09290793,20.69160611,0.0086391843,0.0014877473,0.0018047925,0.0064410245,1.430769856,0.1649008042,0.0038645187,0.0002340297,0.015412594,0.149982533,0.0067663602,0.001176231,0.00675163,0.0004497861,0.0070073866,0.0000223326,0.0053551472,0.0038072044,0.0000882435,0,0.000244992,0.0066638243,0.0009013442,0.0005964546,0.0000215787,0,0.0000696745,0.0003376378,0.0002224273,6.3878719E-6,0,0.0000276964,0.0000153613,9.6895985E-6,4.6677977E-7,0,1.6500123E-6
2020,1-Winter,AQUE,0.1876111111,2.1803888889,0.1648662636,0.0655014241,0.0478082582,0.0515565813,2.231,34.4675,0.0512448159,0.0032608324,90,0.0403767923,0.0364140068,0.0391160866,0.005625042,0.0017979498,0.0001030698,0.0212652685,0.0083855206,0.0021751131,0,0.0098532863,0.0416791885,0.0028623245,0.0010478088,0.0003158267,0,0.0013296468,0.0010107075,0.0003950412,0.0001007408,0,0.0004414228,0.0000520542,0.0000196117,5.6277278E-6,0,0.0000240652,14.824378846,1.2680794763,591.45962381,165.78873066,13.855848082,0.0122989237,0.0064715124,0.0033848022,0.0035107851,1.2759632327,0.1907182911,0.0041890065,0.0004162954,0.0054627486,0.113560879,0.0047609969,0.0006724773,0.0047345218,0.0002471711,0.0051608999,0.0000154592,0.0029160973,0.0031050582,0.0001034037,0,0.0003452039,0.0044100409,0.0004227113,0.0003850141,0.0000260839,0,0.0000973121,0.0001581245,0.0001461246,7.2501263E-6,0,0.0000359883,8.7179013E-6,7.5899509E-6,6.4141332E-7,0,2.6435988E-6
2020,3-Summer,AQUE,0.1652150538,3.7983064516,0.3786555269,0.2016571112,0.1027001213,0.0742982945,2.3763709677,28.976801075,0.1040904654,0.0075168434,186,0.0342332737,0.0341585432,0.035448937,0.008682912,0.0023632658,0.0001364706,0.0143706854,0.0006674497,0.0036045067,0,0.0110816835,0.0297243253,0.0037147237,0.0001602211,0.0009929384,0,0.0030735286,0.0010148668,0.0000439736,0.0002701932,0,0.0008360355,0.0000588951,2.4985417E-6,0.0000161791,0,0.0000498801,15.407743904,1.840080711,768.71901426,214.07991896,17.923934793,0.0359334821,0.0213321824,0.008960791,0.0069476665,1.28235981,0.2659679365,0.0112705791,0.0012248921,0.0061994889,0.2692080172,0.0026125526,0.00083483,0.0026505119,0.0002417952,0.0028867627,0.0000191919,0.0023112032,0.0004986098,0.0002065417,0,0.0005237178,0.002466,0.0005951286,0.0001142297,0.0000918585,0,0.0002675556,0.000167779,0.0000314445,0.0000228287,0,0.0000796183,0.0000109698,1.8580411E-6,2.2296629E-6,0,6.5377439E-6
2020,4-Autumn,AQUE,0.1431666667,2.0495555556,0.1640595565,0.0593674573,0.0595878073,0.0451042918,1.7585555556,28.851388889,0.0456295336,0.0020991029,90,0.039334861,0.0387895301,0.041994763,0.0075556609,0.0020935881,0.0000979343,0.0343213623,0.0075885375,0.0028113158,0.0000241842,0.011324324,0.0560697237,0.0058658131,0.0010374955,0.0005532789,5.6319068E-6,0.0022090484,0.0016276391,0.0002852597,0.0001537893,1.5937795E-6,0.0006149535,0.0000748296,0.0000139658,6.8677899E-6,6.1607585E-8,0.0000273037,16.048970542,1.3970089728,589.92762035,195.58115462,39.939483906,0.0125764843,0.0053328205,0.0045993107,0.0033848961,1.1013064535,0.1504418615,0.0041602423,0.0002509383,0.0044551658,0.1157714754,0.0055320928,0.0011295331,0.0055627943,0.0003331128,0.0058583508,0.0000181344,0.0047093611,0.0025914033,0.0001405508,7.3283562E-6,0.0004453962,0.0054134747,0.0009157927,0.0004140572,0.0000491005,1.6183228E-6,0.0001850319,0.0002666008,0.0001164988,0.0000125761,4.6770681E-7,0.0000572655,0.0000131921,5.4026271E-6,8.3630913E-7,1.9915969E-8,3.1600602E-6
2021,1-Winter,AQUE,0.0318539326,0.2870224719,0.0176672418,0.0057512709,0.0046778459,0.0072381251,2.5819101124,29.400674157,0.0048840152,0.0003656211,89,0.0424097931,0.044147839,0.0462923642,0.001018773,0.0002819441,0.0000208755,0.0329498657,0.0103454005,0.0026835271,0.0004046301,0.0101276505,0.0565110739,0.0010725991,0.0003611475,0.0000734362,6.5069637E-6,0.0002800449,0.0002803669,0.000094226,0.0000193947,1.7899766E-6,0.0000738843,0.0000195326,6.5643917E-6,1.3715837E-6,1.3431502E-7,5.2177579E-6,13.016680836,6.0921430888,576.74869819,155.98373867,11.751520307,0.0015232406,0.0007017699,0.0003950126,0.0006401247,1.0306976451,0.2227226656,0.0004502338,0.0000457562,0.0011827993,0.0166260019,0.0062769062,0.0002351144,0.0063199099,0.0000622253,0.0065812927,4.7310671E-6,0.004973213,0.003378322,0.0001216817,0.0001115945,0.0003965716,0.0060758964,0.0001939573,0.0001246798,7.0778942E-6,1.7962593E-6,0.0000253966,0.0000512158,0.0000323162,1.7130842E-6,5.0107766E-7,7.0414779E-6,3.8352161E-6,2.3041043E-6,1.7107998E-7,3.981761E-8,6.4128184E-7
2021,2-Spring,AQUE,0.3715053763,1.0853763441,0.0452460335,0.0078438242,0.0097073789,0.0276948303,2.6912903226,31.962473118,0.0140492679,0.0010110075,93,0.0410222987,0.0414732203,0.039454576,0.0012718702,0.0003914562,0.0000271431,0.0111258336,0.0031550555,0.0025244946,0,0.0080540719,0.0248594556,0.0002576566,0.0000514455,0.0000751278,0,0.0002410531,0.0000773677,0.000015163,0.0000227494,0,0.0000729864,5.8511644E-6,1.1843097E-6,1.6283427E-6,0,5.2188346E-6,13.423808005,5.8034388909,785.90089919,210.74289516,14.286487205,0.0031896391,0.0008689105,0.0008083024,0.0018959969,1.1685434561,0.2460303771,0.0011852499,0.0001429997,0.011951045,0.054831699,0.0032186029,0.0001010667,0.0032639509,0.0000350409,0.0037721618,4.2753383E-6,0.0020474966,0.0019594611,0.0001239071,0,0.0003312939,0.0029045066,0.0000463604,0.0000310196,6.2122014E-6,0,0.0000186541,0.0000141861,9.1610644E-6,1.6929854E-6,0,6.1501861E-6,1.1789469E-6,7.2302531E-7,2.1705561E-7,0,6.5983522E-7
2021,3-Summer,AQUE,0.4080107527,1.5997311828,0.0705486061,0.0097452844,0.0150990878,0.0457042338,1.5833333333,32.30311828,0.0214009857,0.0009118014,93,0.0735104977,0.0732269117,0.065000723,0.00551983,0.0016766909,0.0000664619,0.0494604989,0.01750008,0.0023767182,0,0.0076733799,0.077010677,0.0036708667,0.0013192661,0.0001759655,0,0.0005708015,0.0011194782,0.0004025785,0.0000536813,0,0.0001741577,0.0000494511,0.0000178584,2.586855E-6,0,8.4848038E-6,16.35712557,0.4959219985,766.38080012,229.46010316,26.580421597,0.0041603691,0.0009343568,0.0010917444,0.0025593447,1.1454988165,0.1376381457,0.0015154133,0.0001006486,0.0096927247,0.069211914,0.0109719607,0.000912869,0.0110383397,0.0002890291,0.0113404689,0.0000145368,0.0086844508,0.006654344,0.000116334,0,0.0002792752,0.0108613611,0.0007018498,0.0005132392,0.000013667,0,0.0000409936,0.0002193997,0.0001584161,3.8102621E-6,0,0.0000140594,0.0000106925,7.2361438E-6,2.96083E-7,0,9.3792403E-7
2021,4-Autumn,AQUE,0.1609444444,0.908,0.0551722159,0.013646439,0.0159922396,0.0255335373,1.8074444444,29.286888889,0.0151378491,0.0007942225,90,0.0527240971,0.0517901805,0.0582097533,0.0028065585,0.0007775771,0.000039856,0.0312218583,0.0102686206,0.0023571764,0,0.0085063619,0.0523540172,0.0016650309,0.0005327778,0.0001300857,0,0.0004721058,0.0004720852,0.0001502946,0.0000363577,0,0.0001314914,0.0000209194,6.7851809E-6,1.6354796E-6,0,6.0413077E-6,15.075625116,1.2506391223,588.90954312,181.46276475,23.216573234,0.003595718,0.0013958075,0.0010935314,0.0016034103,1.0420998234,0.1609692161,0.0011125293,0.0000914643,0.0043159444,0.0418994311,0.0071122745,0.0004089521,0.0071580149,0.0001191301,0.0074144838,6.5973296E-6,0.0058535155,0.0041569421,0.0001167321,0,0.0002993438,0.007034799,0.0003159945,0.0002155394,0.0000102913,0,0.0000329063,0.000091331,0.0000615589,2.5501018E-6,0,0.0000101938,4.3737441E-6,2.8143671E-6,1.9183256E-7,0,6.6465502E-7
